id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2
951,642,Thundurus,Thundurus (Therian Forme),Electric,Flying,Volt Absorb,,,79,105,70,145,80,101,580,134.5 lbs.,"9'10""",,,Bolt Strike Pok̩mon,1,0,,Undiscovered,
952,645,Landorus,Landorus (Therian Forme),Ground,Flying,Intimidate,,,89,145,90,105,80,91,600,149.9 lbs.,"4'03""",,,Abundance Pok̩mon,1,0,,Undiscovered,
953,646,Kyurem,Kyurem (White Kyurem),Dragon,Ice,Turboblaze,,,125,120,90,170,100,95,700,716.5 lbs.,"11'10""",,,Boundary Pok̩mon,,,,Undiscovered,
954,646,Kyurem,Kyurem (Black Kyurem),Dragon,Ice,Teravolt,,,125,170,100,120,90,95,700,716.5 lbs.,"10'10""",,,Boundary Pok̩mon,,,,Undiscovered,
955,647,Keldeo,Keldeo (Resolute Form),Water,Fighting,Justified,,,91,72,90,129,90,108,580,106.9 lbs.,"4'07""",,,Colt Pok̩mon,,,,Undiscovered,
956,648,Meloetta,Meloetta (Pirouette Forme),Normal,Fighting,Serene Grace,,,100,128,90,77,77,128,600,14.3 lbs.,"2'00""",,,Melody Pok̩mon,,,,Undiscovered,
957,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pok̩mon,,,,Undiscovered,
958,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pok̩mon,,,,Undiscovered,
959,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pok̩mon,,,,Undiscovered,
960,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pok̩mon,,,,Undiscovered,
961,658,Greninja,Greninja (Battle Bond),Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,95,67,103,71,122,530,88.2 lbs.,"4'11""",,,Ninja Pok̩mon,1,0,,Undiscovered,
962,658,Greninja,Greninja (Ash-Greninja),Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,145,67,153,71,132,640,88.2 lbs.,"4'11""",,,Ninja Pok̩mon,1,0,,Undiscovered,
963,666,Vivillon,Vivillon (Polar Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
964,666,Vivillon,Vivillon (Tundra Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
965,666,Vivillon,Vivillon (Continental Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
966,666,Vivillon,Vivillon (Garden Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
967,666,Vivillon,Vivillon (Elegant Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
968,666,Vivillon,Vivillon (Meadow Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
969,666,Vivillon,Vivillon (Modern Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
970,666,Vivillon,Vivillon (Marine Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
971,666,Vivillon,Vivillon (Archipelago Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
972,666,Vivillon,Vivillon (High Plains Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
973,666,Vivillon,Vivillon (Sandstorm Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
974,666,Vivillon,Vivillon (River Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
975,666,Vivillon,Vivillon (Monsoon Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
976,666,Vivillon,Vivillon (Savanna Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
977,666,Vivillon,Vivillon (Sun Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
978,666,Vivillon,Vivillon (Ocean Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
979,666,Vivillon,Vivillon (Jungle Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
980,666,Vivillon,Vivillon (Fancy Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
981,666,Vivillon,Vivillon (Pok̩ Ball Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pok̩mon,0.5,0.5,Spewpa,Bug,
982,669,Flab̩b̩,Flab̩b̩ (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pok̩mon,0,1,,Fairy,
983,669,Flab̩b̩,Flab̩b̩ (Orange Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pok̩mon,0,1,,Fairy,
984,669,Flab̩b̩,Flab̩b̩ (Blue Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pok̩mon,0,1,,Fairy,
985,669,Flab̩b̩,Flab̩b̩ (White Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pok̩mon,0,1,,Fairy,
986,670,Floette,Floette (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pok̩mon,0,1,Flab̩b̩,Fairy,
987,670,Floette,Floette (Orange Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pok̩mon,0,1,Flab̩b̩,Fairy,
988,670,Floette,Floette (Blue Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pok̩mon,0,1,Flab̩b̩,Fairy,
989,670,Floette,Floette (White Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pok̩mon,0,1,Flab̩b̩,Fairy,
990,670,Floette,Floette (Eternal Flower),Fairy,,Flower Veil,,,74,65,67,125,128,92,551,2.0 lbs.,"0'08""",,,Single Bloom Pok̩mon,0,1,,Undiscovered,
991,671,Florges,Florges (Yellow Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pok̩mon,0,1,Floette,Fairy,
992,671,Florges,Florges (Orange Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pok̩mon,0,1,Floette,Fairy,
993,671,Florges,Florges (Blue Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pok̩mon,0,1,Floette,Fairy,
994,671,Florges,Florges (White Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pok̩mon,0,1,Floette,Fairy,
995,676,Furfrou,Furfrou (Heart Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
996,676,Furfrou,Furfrou (Star Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
997,676,Furfrou,Furfrou (Diamond Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
998,676,Furfrou,Furfrou (Debutante Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
999,676,Furfrou,Furfrou (Matron Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
1000,676,Furfrou,Furfrou (Dandy Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
1001,676,Furfrou,Furfrou (La Reine Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
1002,676,Furfrou,Furfrou (Kabuki Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
1003,676,Furfrou,Furfrou (Pharaoh Trim),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pok̩mon,0.5,0.5,,Field,
1004,678,Meowstic,Meowstic (Female),Psychic,,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104,466,18.7 lbs.,"2'00""",,,Constraint Pok̩mon,0,1,Espurr,Field,
1005,681,Aegislash,Aegislash (Blade Forme),Steel,Ghost,Stance Change,,,60,150,50,150,50,60,520,116.8 lbs.,"5'07""",,,Royal Sword Pok̩mon,0.5,0.5,Doublade,Mineral,
1006,710,Pumpkaboo,Pumpkaboo (Small Size),Ghost,Grass,Pickup,Frisk,Insomnia,44,66,70,44,55,56,335,7.7 lbs.,"1'00""",,,Pumpkin Pok̩mon,0.5,0.5,,Amorphous,
1007,710,Pumpkaboo,Pumpkaboo (Large Size),Ghost,Grass,Pickup,Frisk,Insomnia,54,66,70,44,55,46,335,16.5 lbs.,"1'08""",,,Pumpkin Pok̩mon,0.5,0.5,,Amorphous,
1008,710,Pumpkaboo,Pumpkaboo (Super Size),Ghost,Grass,Pickup,Frisk,Insomnia,59,66,70,44,55,41,335,33.1 lbs.,"2'07""",,,Pumpkin Pok̩mon,0.5,0.5,,Amorphous,
1009,711,Gourgeist,Gourgeist (Small Size),Ghost,Grass,Pickup,Frisk,Insomnia,55,85,122,58,75,99,494,20.9 lbs.,"2'04""",,,Pumpkin Pok̩mon,0.5,0.5,Pumpkaboo (Small Size),Amorphous,
1010,711,Gourgeist,Gourgeist (Large Size),Ghost,Grass,Pickup,Frisk,Insomnia,75,95,122,58,75,69,494,30.9 lbs.,"3'07""",,,Pumpkin Pok̩mon,0.5,0.5,Pumpkaboo (Large Size),Amorphous,
1011,711,Gourgeist,Gourgeist (Super Size),Ghost,Grass,Pickup,Frisk,Insomnia,85,100,122,58,75,54,494,86.0 lbs.,"5'07""",,,Pumpkin Pok̩mon,0.5,0.5,Pumpkaboo (Super Size),Amorphous,
1012,716,Xerneas,Xerneas (Active Mode),Fairy,,Fairy Aura,,,126,131,95,131,98,99,680,474.0 lbs.,"9'10""",,,Life Pok̩mon,,,,Undiscovered,
1013,718,Zygarde,Zygarde (10% Forme),Dragon,Ground,Power Construct,Power Construct,Power Construct,54,100,71,61,85,115,486,73.9 lbs.,"3'11""","Its sharp fangs make short work of finishing off its enemies, but it�۪s unable to maintain this body indefinitely. After a period of time, it falls apart.",This is Zygarde�۪s form when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.,Order Pok̩mon,,,,Undiscovered,
1014,718,Zygarde,Zygarde (10% Forme),Dragon,Ground,,,,54,100,71,61,85,115,486,73.9 lbs.,"3'11""","Its sharp fangs make short work of finishing off its enemies, but it�۪s unable to maintain this body indefinitely. After a period of time, it falls apart.",This is Zygarde�۪s form when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.,Order Pok̩mon,,,,Undiscovered,
1015,718,Zygarde,Zygarde (50% Forme),Dragon,Ground,,,,108,100,121,81,95,95,600,672.4 lbs.,"16'05""","This is Zygarde�۪s form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.",It�۪s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,Order Pok̩mon,,,,Undiscovered,
1016,718,Zygarde,Zygarde (Complete Forme),Dragon,Ground,Power Construct,Power Construct,Power Construct,216,100,121,91,95,85,708,1344.8 lbs.,"14'09""",This is Zygarde�۪s form at times when it uses its overwhelming power to suppress those who endanger the ecosystem.,This is Zygarde�۪s 100% form. It has enough power to overwhelm even Xerneas or Yveltal.,Order Pok̩mon,,,,Undiscovered,
1017,719,Diancie,Diancie (Mega Diancie),Rock,Fairy,Magic Bounce,,,50,160,110,160,110,110,700,61.3 lbs.,"3'07""",,,Jewel Pok̩mon,,,,Undiscovered,
1018,720,Hoopa,Hoopa (Hoopa Unbound),Psychic,Dark,Magician,,,80,160,60,170,130,80,680,1080.3 lbs.,"21'04""",,,Djinn Pok̩mon,,,,Undiscovered,
1019,735,Gumshoos,Gumshoos (1),Normal,,Stakeout,Strong Jaw,Adaptability,88,110,60,55,60,45,418,31.3 lbs.,"2'04""",,,Stakeout Pok̩mon,0.5,0.5,,Field,
1020,738,Vikavolt,Vikavolt (1),Bug,Electric,Levitate,Levitate,Levitate,77,70,90,145,75,43,500,99.2 lbs.,"4'11""",,,Stag Beetle Pok̩mon,0.5,0.5,,Bug,
1021,741,Oricorio,Oricorio (Pom-Pom Style),Electric,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio has sipped bright yellow nectar. Its bright, cheerful dance melts the hearts of its enemies.",It creates an electric charge by rubbing its feathers together. It dances over to its enemies and delivers shocking electrical punches.,Dancing Pok̩mon,0.25,0.75,,Flying,
1022,741,Oricorio,Oricorio (Pa�۪u Style),Psychic,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio relaxes by swaying gently. This increases its psychic energy, which it then fires at its enemies.",This Oricorio has sipped pink nectar. Its enemies�۪ hearts melt at the sight of its gently swaying hips.,Dancing Pok̩mon,0.25,0.75,,Flying,
1023,741,Oricorio,Oricorio (Sensu Style),Ghost,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","This Oricorio has sipped purple nectar. Its elegant, attractive dance will send the minds and hearts of its enemies to another world.","It summons the dead with its dreamy dancing. From their malice, it draws power with which to curse its enemies.",Dancing Pok̩mon,0.25,0.75,,Flying,
1024,745,Lycanroc,Lycanroc (Midnight Form),Rock,,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82,487,55.1 lbs.,"3'07""","The more intimidating the opponent it faces, the more this Pok̩mon�۪s blood boils. It will attack with no regard for its own safety.","It goads its enemies into attacking, withstands the hits, and in return, delivers a headbutt, crushing their bones with its rocky mane.",Wolf Pok̩mon,0.5,0.5,Rockruff,Field,
1025,746,Wishiwashi,Wishiwashi (School Form),Water,,Schooling,Schooling,Schooling,45,140,130,140,135,30,620,173.3 lbs.,"26'11""","Weak Wishiwashi school together to concentrate their power. Their united force makes them the demon of the sea, feared near and far.","At their appearance, even Gyarados will flee. When they team up to use Water Gun, its power exceeds that of Hydro Pump.",Small Fry Pok̩mon,0.5,0.5,,Water 2,
1026,754,Lurantis,Lurantis (1),Grass,,Leaf Guard,Leaf Guard,Contrary,70,105,90,80,90,45,480,40.8 lbs.,"2'11""",,,Bloom Sickle Pok̩mon,0.5,0.5,,Grass,
1027,758,Salazzle,Salazzle (1),Poison,Fire,Corrosion,Corrosion,Oblivious,68,64,60,111,60,117,480,48.9 lbs.,"3'11""",,,Toxic Lizard Pok̩mon,0,1,,Monster,Dragon
1028,773,Silvally,Silvally (Type: Fighting),Fighting,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1029,773,Silvally,Silvally (Type: Flying),Flying,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1030,773,Silvally,Silvally (Type: Poison),Poison,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1031,773,Silvally,Silvally (Type: Ground),Ground,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1032,773,Silvally,Silvally (Type: Rock),Rock,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1033,773,Silvally,Silvally (Type: Bug),Bug,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1034,773,Silvally,Silvally (Type: Ghost),Ghost,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1035,773,Silvally,Silvally (Type: Steel),Steel,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1036,773,Silvally,Silvally (Type: Fire),Fire,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1037,773,Silvally,Silvally (Type: Water),Water,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1038,773,Silvally,Silvally (Type: Grass),Grass,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1039,773,Silvally,Silvally (Type: Electric),Electric,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1040,773,Silvally,Silvally (Type: Psychic),Psychic,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1041,773,Silvally,Silvally (Type: Ice),Ice,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1042,773,Silvally,Silvally (Type: Dragon),Dragon,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
1043,773,Silvally,Silvally (Type: Dark),Dark,,RKS System,RKS System,RKS System,95,95,95,95,95,95,570,221.6 lbs.,"7'07""",It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pok̩mon can adapt its type to confound its enemies.",Synthetic Pok̩mon,,,Type: Null,Undiscovered,
